time,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,err_x,err_y,err_norm,theta_x_deg,theta_y_deg,theta_deg,fx,fy,fmag,saturated,endpoint_dist,slack
17.223562002182007,0.00024331115405343075,0.00031056561240903945,9.815135231420468,0.025514306741626403,0.02550744524459402,8.889875401418559,-0.025270995587572974,-0.02519687963218498,0.03568621528245817,1.564491911840247,1.55990576730625,2.20873802808039,78.16257422441883,78.15910288109359,110.53611795501575,1,0.9259477625526984,0
17.322611808776855,0.01357417287678636,0.014716252544745078,9.792762679123413,0.27731487578031133,0.2747105306768329,8.937673649582589,-0.26374070290352497,-0.2599942781320878,0.3703460314752554,17.141674359886316,16.912167683892307,23.417829783945397,56.77694480419223,57.00212455369209,80.45410906183051,1,0.9318441025571497,0
17.426326990127563,0.11983323259668675,0.1246311530627859,9.631194053486205,0.6831586655517247,0.6768947792519419,9.120828973501254,-0.5633254329550379,-0.5522636261891559,0.7888793673468566,47.82385598664314,47.2579542300427,57.099174148715406,28.783386630133087,29.308263393398683,41.07867633014187,1,0.9395760592382191,0
17.526323080062866,0.4025234545442855,0.40785439582597255,9.438793640063682,1.0430229558322457,1.0366393389411321,9.322378466936323,-0.6404995012879602,-0.6287849431151595,0.8975578621116636,79.69855505592633,79.51085616216112,82.60987115509539,22.76962481839357,23.07046663639164,32.41453755942331,1,0.9050760235321302,0
17.623528718948364,0.7509783052379952,0.7536985033930809,9.351699977522465,1.3722866139775507,1.3672268147105153,9.442163166717997,-0.6213083087395554,-0.6135283113174345,0.8731786777612183,98.28411708364104,98.38768059149193,84.08513597958766,20.439288886554834,20.345808686199824,28.839494816717718,1,0.8778522608595686,0
17.730435848236084,1.0751863179575536,1.0756150225923167,9.316816774697356,1.7168176741892842,1.7091569389521535,9.435993753321567,-0.6416313562317306,-0.6335419163598368,0.9017018116232575,100.52224048973589,100.65353802023104,82.47091572872125,17.453187205272222,17.5942656840101,24.7824923803441,1,0.9095434620284288,0
17.823294401168823,1.2698404548071993,1.2704693432158793,9.292541244979384,1.9840434473322524,1.971623471457001,9.315784410899425,-0.714202992525053,-0.7011541282411216,1.0008511508118019,91.86398749956662,91.89865217475288,88.66963636618438,15.082987443699121,15.773665781979547,21.82441390801544,1,1.001121007093196,0
17.92657232284546,1.5239337804653756,1.5294051930452974,9.226146535588123,2.231529904432727,2.215488423860876,9.087945977066006,-0.7075961239673514,-0.6860832308155784,0.9855975214355815,78.94868410445925,78.61108175304598,82.01802299526138,16.235212265596267,16.920181837852887,23.449406617971682,1,0.9952396036310989,0
18.024477005004883,1.740537771554579,1.7708480285828936,9.091020828835466,2.4184020711428333,2.3986140844098607,8.796218159186635,-0.6778642995882544,-0.6277660558269671,0.9238994693714363,66.49581441349046,64.8449711076145,72.30288523407488,18.640038164245915,19.289636910810714,26.824263548426735,1,0.9697931962727412,0
18.12756037712097,1.9105575400797656,2.0014509574953103,8.877741119231763,2.5741704754350025,2.5538745241223584,8.439444948452028,-0.6636129353552369,-0.5524235666270481,0.8634546455580295,56.556450757008676,51.57130494586653,63.08730269454079,20.403528568656245,21.146378769903976,29.38491642207303,1,0.9683271442317006,0
18.224515914916992,2.049988479046452,2.23780206611863,8.61131091167765,2.689923674845089,2.687248759254047,8.081554351705284,-0.6399351957986368,-0.4494466931354171,0.7819970490943053,50.38107521680615,40.31135069673215,55.884692200165176,22.624280199607433,21.888106957861496,31.479315125160106,1,0.944542957004051,0
18.32494354248047,2.178360428085005,2.478920131659882,8.309458067151429,2.78790786030304,2.8344221297852905,7.7065519916526,-0.6095474322180352,-0.3555019981254084,0.7056413698152612,45.31384123361115,30.52561651458354,49.48913717747283,23.578048573197194,19.368436561184552,30.513287422771686,1,0.9281300979217069,0
18.426769971847534,2.3027100095559927,2.7059475695547746,7.9837996241437414,2.8763351629257325,3.0010393737574175,7.330334986415402,-0.5736251533697398,-0.2950918042026429,0.6450775065726819,41.27734923032378,24.303001097473306,44.62993843722172,23.968381821429602,15.137701033609652,28.34842711193663,1,0.9182271082076906,0
18.528322458267212,2.430841798661668,2.918800871093476,7.646143390592367,2.964958652106896,3.180220960046892,6.965376633011747,-0.5341168534452279,-0.26142008895341595,0.5946606393924546,38.11706684502295,21.007204142300814,41.13773213990352,22.950476977205597,10.633406718543831,25.29414422199765,1,0.9039162872022349,0
18.625314235687256,2.517720098863184,3.056414730411271,7.419523384584674,3.0611082482276983,3.3597934519251273,6.619327279995279,-0.5433881493645143,-0.30337872151385614,0.6223418108541106,34.17919968902559,20.76324413731827,37.873514174491056,20.737606598562408,6.775924121750677,21.81654131938566,1,1.0137174829986983,0
18.724571228027344,2.6462883435546787,3.254676875909367,7.07713657303931,3.164510755435926,3.5304091450421526,6.282859670811086,-0.5182224118812475,-0.2757322691327855,0.587011714037405,33.12225899551489,19.144382924304793,36.46631780402347,18.094206097762495,4.439030376733509,18.630761793170677,1,0.9876530513446488,0
18.82759952545166,2.768168905496713,3.438089678579902,6.737291265239534,3.2732307012559487,3.690117552015552,5.941124459179693,-0.5050617957592358,-0.2520278734356496,0.5644514740206105,32.38968576173469,17.56526641824095,35.335166139913014,15.932682206151695,3.4694984341577544,16.306065793650102,1,0.9759544300814301,0
18.92610239982605,2.8884985929567164,3.6089995353281012,6.405927093640167,3.3758096351436278,3.830025676953801,5.613162718159612,-0.48731104218691135,-0.22102614162569978,0.5350930826680883,31.578978422823468,15.578700450609483,34.018214414856736,14.539598540839785,3.0500687137476823,14.856070977461465,1,0.9564517563109559,0
19.023701429367065,3.0118170928474326,3.767987989039628,6.088463379837434,3.468949924913924,3.950977460772459,5.3055638445654045,-0.45713283206649136,-0.18298947173283064,0.4923977791564371,30.280535297836817,13.155738253147325,32.16747915525688,13.497935625525614,2.598130064262538,13.745710093758648,1,0.9248714803946285,0
