time,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,err_x,err_y,err_norm,theta_x_deg,theta_y_deg,theta_deg,fx,fy,fmag,saturated,endpoint_dist,slack
17.42783260345459,-6.65126469062421e-05,5.661102302674e-05,9.81513729464643,-0.00026555546336388817,2.83595304365535e-05,8.889735432117936,0.00019904281645764606,2.8251492590186496e-05,0.00020103778156596718,-0.012323633235829754,-0.0017491766068388295,0.01244715046685108,-0.007891614994758737,-0.0036262092642670996,0.00868487080236416,0,0.9254018843655956,0
17.526531219482422,0.0018537988255015456,0.0019105191297660675,9.815152879586455,-0.00022758957860331112,-5.777434131315802e-06,8.889785461298622,0.0020813884041048568,0.0019162965638973833,0.0028291995704699023,-0.12887267005201497,-0.11865076107862489,0.1751744080278784,0.800000000000014,0.800000000000014,1.1313708498984958,1,0.9253717432464089,0
17.627257585525513,0.011428550826474393,0.011493413529528896,9.815410111108598,0.0015225153994728516,0.0016479489484459307,8.89047682100752,0.009906035427001542,0.009845464581082965,0.013966485266464459,-0.6136143311304862,-0.6098626462590243,0.8651000649556984,0.8000000000000138,0.8000000000000138,1.1313708498984956,1,0.9250387309988183,0
17.727922677993774,0.034992308912547475,0.035131438466887224,9.816265077299073,0.00678778019927915,0.00682506336552141,8.892050448084952,0.028204528713268326,0.028306375101365813,0.03995930819367122,-1.7479695995899862,-1.7542775706491462,2.4756962433060083,0.8000000000000133,0.8000000000000133,1.1313708498984947,1,0.9250780654435135,0
17.823230743408203,0.05941047410951826,0.059604353323989535,9.817206947368796,0.016268626991001147,0.016293410822145034,8.894995926532953,0.04314184711851711,0.0433109425018445,0.061131470726587166,-2.678394529293707,-2.6888771762461916,3.7924709860433232,0.8000000000000133,0.8000000000000133,1.1313708498984947,1,0.9242349396469935,0
17.924310207366943,0.10690396533512304,0.1071152631466178,9.81890026124782,0.03477626860990182,0.03494022520107745,8.900921087429712,0.07212769672522122,0.07217503794554035,0.10203744772055835,-4.492628726060544,-4.495565392263646,6.342643202995713,0.8000000000000111,0.8000000000000111,1.1313708498984918,1,0.9236327215409276,0
18.023704051971436,0.16279065791521083,0.162875680158118,9.820285086298897,0.06466798557155905,0.0651222038732352,8.907816085319059,0.09812267234365178,0.09775347628488282,0.1385055989974369,-6.137735535159701,-6.114816996338295,8.6311602305222,0.800000000000009,0.800000000000009,1.131370849898489,1,0.9229211660281623,0
18.125863790512085,0.22270828663468042,0.22257967038647986,9.82058614608511,0.10699431476834423,0.10785526434383742,8.911087511278263,0.1157139718663362,0.11472440604264243,0.16294604207197036,-7.250690094949133,-7.18933500245058,10.157365149348031,0.7999959172777219,0.7999969783534411,1.1313658263513442,1,0.9239800751869278,0
18.227687120437622,0.2849427957209646,0.2847000539007568,9.82008249606195,0.16916724143396483,0.17055683826425128,8.910012204349433,0.11577555428699976,0.11414321563650554,0.1625812186148936,-7.249999391031294,-7.148845471168438,10.128861082365098,0.8000000000000032,0.8000000000000018,1.1313708498984796,1,0.9244785495099433,0
18.327858686447144,0.35072931547358754,0.35061166795557447,9.819610630770997,0.25030301997591964,0.2522264790146293,8.905776968081922,0.1004262954976679,0.09838518894094517,0.14058835737830638,-6.271388060194418,-6.144910866305292,8.74607425556811,0.8000017043223175,0.8000017043248091,1.131373260175974,1,0.9245847983252058,0
18.42817497253418,0.42262235011052834,0.4228826362738199,9.819577683044448,0.34311175057688675,0.3454906696269305,8.901159671108937,0.07951059953364159,0.07739196664688941,0.11095698238359031,-4.947955321529205,-4.816741252190585,6.888698249785339,-0.799999999999999,-0.7999999999999992,1.1313708498984747,1,0.9250962634165426,0
18.529589891433716,0.5013263265424396,0.5020905589634089,9.819691664907243,0.44224170137361263,0.4450195513168439,8.897721758760781,0.059084625168826954,0.05707100764656503,0.08214677623093351,-3.666797195169433,-3.5421556661668174,5.09156281628381,-0.799999999999999,-0.7999999999999992,1.1313708498984747,1,0.9256222775435186,0
18.62333607673645,0.5562501218177612,0.557310949997326,9.819543991689542,0.5296034704448664,0.5326779563649946,8.895760406846538,0.026646651372894792,0.0246329936323314,0.036288130355242545,-1.6522456786627517,-1.5274488799066757,2.249540155534552,-0.8000000000000038,-0.8000000000000038,1.1313708498984814,1,0.9244960465194384,0
18.724693298339844,0.6386448792703211,0.6399724580800334,9.818675557865122,0.6437923956970099,0.6471287173455352,8.893166549539496,-0.0051475164266887585,-0.007156259265501785,0.008815269254997872,0.318665645076036,0.4430159816764578,0.5457131654910636,-0.8000000000000055,-0.8000000000000056,1.1313708498984838,1,0.9255509891215731,0
18.825289487838745,0.7170176688225504,0.7184097919001062,9.817571502145539,0.7416991698382127,0.7450821598271076,8.892213386860563,-0.024681501015662355,-0.02667236792700134,0.036339946384378055,1.5278524189001632,1.6510268589142123,2.248919784696313,-0.8000000000000069,-0.8000000000000069,1.1313708498984858,1,0.9260713974780678,0
18.92392373085022,0.7892220943403926,0.790622763580073,9.816846648048422,0.8258158558345139,0.8290589843362486,8.892925322657161,-0.0365937614941213,-0.03843622075617559,0.053070202998538624,2.2681290115133197,2.3821986233993413,3.2874672735027186,-0.8000000000000078,-0.8000000000000078,1.1313708498984871,1,0.9254442511351236,0
19.026272773742676,0.8554753473109669,0.856959999023439,9.81673587606367,0.9245992957136997,0.927387060967231,8.896254360033817,-0.06912394840273284,-0.070427061943792,0.09868176780347213,4.294590018336859,4.375239461897461,6.11911884910288,-0.8000000000000083,-0.8000000000000083,1.1313708498984878,1,0.925756076215238,0
